,구,지점명,주소,위도,경도
117,강남구,역삼14호점,서울특별시 강남구 논현로 105길 53 (역삼동),37.5051353,127.029989
118,강남구,역삼15호점,서울특별시 강남구 강남대로62길 18(역삼동),37.4903984,127.0330439
119,강남구,역삼17호점,서울특별시 강남구 논현로76길 10  (역삼동),37.4968362,127.0397531
120,강남구,역삼18호점,서울특별시 강남구 도곡로37길 14(역삼동),37.4945612,127.0449499
121,강남구,역삼22호점,서울특별시 강남구 언주로71길 9(역삼동),37.497325,127.0442513
122,강남구,역삼5호점,서울특별시 강남구 역삼로 151  (역삼동),37.4948853,127.0356504
123,강남구,역삼8호점,서울특별시 강남구 강남대로102길 11  (역삼동),37.5018853,127.0267173
124,강남구,역삼개나리점,"서울특별시 강남구 역삼로 306(역삼동, 개나리래미안 상가 1동 108호)",37.498551,127.0464387
125,강남구,역삼달샘점,서울특별시 강남구 테헤란로19길 29,37.5018542,127.0328001
126,강남구,역삼래미안점,"서울특별시 강남구 언주로 314 제1층 102호(역삼동, 강남프라자)",37.4958588,127.0464594
127,강남구,역삼명랑점,서울특별시 강남구 논현로 425 1층 104호(역삼동),37.49799540000001,127.0379322
128,강남구,역삼발렌타인점,서울 강남구 역삼동 832-10,37.49187999999999,127.0314259
129,강남구,역삼선릉로점,서울특별시 강남구 봉은사로48길 13 101호(역삼동),37.5086439,127.0416797
130,강남구,역삼세브란스점,"서울특별시 강남구 논현로64길 33 1층 3,4호(역삼동)",37.4940215,127.0432191
131,강남구,역삼스마일점,서울특별시 강남구 논현로102길 54,37.5060481,127.0394836
132,강남구,역삼스타공원점,서울특별시 강남구 논현로79길 25 한스빌라텔,37.49734249999999,127.0360893
133,강남구,역삼언주로점,서울특별시 강남구 언주로85길 24 1층 (역삼동),37.5009626,127.0412509
134,강남구,역삼영화점,서울특별시 강남구 역삼로19길 26 (역삼동),37.4967146,127.0375449
135,강남구,역삼우일점,서울특별시 강남구 봉은사로44길 39 지하1층(역삼동),37.5068371,127.0413273
136,강남구,역삼웰스토어점,서울특별시 강남구 논현로63길 7,37.4931358,127.0396637
137,강남구,역삼은석점,서울특별시 강남구 언주로79길 33 (역삼동),37.4986435,127.0414976
138,강남구,역삼은탑점 B,서울특별시 강남구 테헤란로14길 5  (역삼동),37.4990525,127.0332072
139,강남구,역삼진선점,"서울특별시 강남구 선릉로85길 8 1층 102호(역삼동, 유화빌딩)",37.5028306,127.0488465
140,강남구,역삼창조점,"서울특별시 강남구 논현로85길 13 1층(역삼동, 근영빌딩)",37.4990603,127.0362459
141,강남구,역삼코넬점,서울특별시 강남구 언주로 93길 28-8(역삼동) 코넬빌딩 1층,37.5038775,127.0395962
142,강남구,역삼타운점,서울특별시 강남구 강남대로84길 28 청송빌딩 1층 전체(역삼동),37.504571,127.0232446
143,강남구,역삼테헤란점,서울특별시 강남구 논현로94길 23 1층(역삼동),37.5028301,127.0382197
144,강남구,역삼특허점,서울특별시 강남구 테헤란로8길 46 (역삼동),37.4958355,127.0322874
145,강남구,역삼포은점,"서울특별시 강남구 테헤란로8길 28 1층(역삼동, 송강원)",37.4970284,127.0317326
146,강남구,역삼프레스티점,서울특별시 강남구 강남대로78길 12  (역삼동),37.4948095,127.0303544
147,강남구,역삼하이츠점,서울특별시 강남구 테헤란로25길 6-9 1층(역삼동),37.5012469,127.0358864
148,강남구,역삼한서점,서울특별시 강남구 테헤란로 38길 11(역삼동),37.501265,127.0417684
149,강남구,역삼한은점,서울특별시 강남구 테헤란로 204 1층(역삼동),37.5009681,127.038714
150,강남구,역삼해피점,서울특별시 강남구 언주로 107길 29 (역삼동),37.5071893,127.0368834
151,강남구,역삼GFC점,서울 강남구 역삼동 테헤란로 152 비2층 강남파이낸스센터,37.4999821,127.0364005
152,강남구,역삼MG스타점,서울특별시 강남구 테헤란로 335 1층(역삼동),37.50471599999999,127.0482288
153,강남구,일원대청점,서울특별시 강남구 일원로3길 42,37.4921567,127.0836103
154,강남구,일원미래점,"서울특별시 강남구 일원로5길 58 1층 102,103호",37.4921599,127.0848406
155,강남구,청담2점 B,서울특별시 강남구 선릉로132길 7 (청담동),37.5181277,127.0417179
156,강남구,청담7호점,서울특별시 강남구 도산대로 96길 13 (청담동),37.5236374,127.0509536
157,강남구,청담그린점,서울특별시 강남구 도산대로 81길 39 (청담동),37.5266954,127.046678
158,강남구,청담대우점,서울특별시 강남구 도산대로99길 26 1층 102호(청담동),37.5263474,127.0512451
159,강남구,청담루나점,서울특별시 강남구 학동로 523,37.5201056,127.0560505
160,강남구,청담좋은날점,"서울특별시 강남구 영동대로128길 5 청구A 101호(삼성동,청구상가)",37.5198576,127.0582766
161,강남구,청담튼튼병원점,서울특별시 강남구 학동로97길 20 청담빌딩 1층 (청담동),37.52134720000001,127.0545473
162,강남구,청담황해점,서울특별시 강남구 삼성로 149길 32 (청담동),37.5231842,127.0449227
163,강남구,코엑스아셈타워점,서울특별시 강남구 영동대로 517 아셈타워 1층(삼성동),37.5130417,127.0597688
164,강남구,포스코센터점,서울 강남구 삼성로 85길 11 (대치동)롯데캐슬아파트 생활편익시설동,37.5046812,127.056471
165,강남구,포이4호점,서울특별시 강남구 개포20길 24-16(개포동),37.4959339,127.0799057
166,강남구,포이5호점,서울특별시 강남구 개포로 24길 6(개포동),37.4783932,127.0480698
167,강남구,포이사거리점,서울특별시 강남구 개포로 209(개포동),37.4786152,127.0456565
168,강남구,포이중앙점,서울특별시 강남구 논현로 18길 14-1(개포동),37.4776962,127.046108
